policynumber,age,numberofclaims,ncdlevel19,ncdlevel20
1282,51,0,-2,-1
1283,51,0,2,2
1284,53,0,1,2
1285,21,0,0,1
1286,52,0,-1,0
1287,53,0,2,2
1288,53,0,2,2
1289,20,0,-2,-1
1290,21,0,-2,-1
1291,21,0,1,2
1292,52,0,1,2
1293,54,0,1,2
1294,51,0,2,2
1295,53,0,0,1
1296,54,0,-1,0
1297,50,0,0,1
1298,54,0,1,2
1299,51,0,-1,0
1300,24,0,-1,0
1301,24,0,-1,0
1302,52,0,2,2
1303,21,0,2,2
1304,21,0,1,2
1305,51,0,0,1
1306,53,0,1,2
1307,51,0,2,2
1308,52,0,1,2
1309,54,0,-1,0
1310,52,0,-2,-1
1311,52,0,-2,-1
1312,52,0,1,2
1313,22,0,2,2
1314,20,0,2,2
1315,25,0,0,1
1316,55,0,-1,0
1317,20,0,2,2
1318,53,0,2,2
1319,24,0,-2,-1
1320,23,0,-1,0
1321,24,0,1,2
1322,54,0,-2,-1
1323,22,1,-1,-2
1324,20,0,-1,0
1325,20,1,2,1
1326,51,0,-2,-1
1327,52,0,2,2
1328,20,0,-1,0
1329,24,0,1,2
1330,21,0,-1,0
1331,51,0,-1,0
1332,50,0,-1,0
1333,54,0,2,2
1334,21,0,-2,-1
1335,55,0,1,2
1336,24,0,2,2
1337,21,0,-2,-1
1338,54,0,-1,0
1339,23,0,2,2
1340,20,0,-1,0
1341,52,0,2,2
1342,23,0,0,1
1343,51,0,0,1
1344,23,0,2,2
1345,52,0,2,2
1346,24,1,1,0
1347,23,0,2,2
1348,22,0,1,2
1349,50,0,-1,0
1350,23,0,-2,-1
1351,53,0,2,2
1352,24,0,0,1
1353,52,0,1,2
1354,21,0,-2,-1
1355,54,0,0,1
1356,51,0,2,2
1357,22,0,-2,-1
1358,55,0,2,2
1359,50,0,-1,0
1360,25,0,1,2
1361,51,0,0,1
1362,54,0,1,2
1363,23,0,1,2
1364,54,0,-2,-1
1365,20,0,1,2
1366,51,0,-1,0
1367,55,0,0,1
1368,52,0,2,2
1369,22,0,2,2
1370,51,0,-2,-1
1371,20,0,0,1
1372,54,0,0,1
1373,55,0,-2,-1
1374,53,0,-1,0
1375,54,0,-1,0
1376,20,0,0,1
1377,54,0,0,1
1378,25,1,1,0
1379,50,0,-1,0
1380,51,0,1,2
1381,21,0,-2,-1
1382,25,0,2,2
1383,53,1,1,0
1384,53,0,2,2
1385,25,1,1,0
1386,24,0,0,1
1387,55,0,-1,0
1388,22,1,-2,-2
1389,51,0,1,2
1390,24,0,0,1
1391,20,2,-1,-2
1392,54,0,1,2
1393,23,0,-1,0
1394,51,0,-1,0
1395,55,0,1,2
1396,51,0,2,2
1397,50,0,1,2
1398,21,0,1,2
1399,22,0,-1,0
1400,53,0,0,1
1401,25,0,-1,0
1402,22,0,-2,-1
1403,52,0,1,2
1404,52,0,-2,-1
1405,23,0,-2,-1
1406,23,0,-2,-1
1407,54,0,-1,0
1408,24,1,2,1
1409,23,0,2,2
1410,55,1,2,1
1411,21,0,0,1
1412,54,1,1,0
1413,24,0,-1,0
1414,51,0,-1,0
1415,23,0,-2,-1
1416,24,0,1,2
1417,21,0,1,2
1418,22,0,-1,0
1419,50,0,-1,0
1420,22,0,2,2
1421,21,0,0,1
1422,22,0,2,2
1423,21,0,2,2
1424,54,1,0,-1
1425,23,0,0,1
1426,54,0,-2,-1
1427,21,0,2,2
1428,22,1,2,1
1429,23,1,-2,-2
1430,53,0,1,2
1431,51,1,-2,-2
1432,24,0,1,2
1433,22,0,1,2
1434,52,0,-1,0
1435,54,0,2,2
1436,23,0,1,2
1437,22,0,-1,0
1438,55,1,1,0
1439,21,0,-1,0
1440,23,0,1,2
1441,23,0,2,2
1442,24,0,0,1
1443,21,0,-1,0
1444,50,0,-2,-1
1445,52,0,-2,-1
1446,21,0,-2,-1
1447,23,0,-1,0
1448,51,0,1,2
1449,53,0,0,1
1450,53,0,-2,-1
1451,54,0,-2,-1
1452,53,0,2,2
1453,51,0,1,2
1454,22,0,-2,-1
1455,23,0,1,2
1456,21,0,-2,-1
1457,54,0,2,2
1458,53,0,0,1
1459,20,0,2,2
1460,21,0,1,2
1461,21,1,2,1
1462,21,0,1,2
1463,54,0,2,2
1464,23,0,1,2
1465,53,0,-1,0
1466,53,1,0,-1
1467,22,1,2,1
1468,51,0,0,1
1469,22,0,-2,-1
1470,20,0,-1,0
1471,54,0,1,2
1472,25,0,2,2
1473,21,0,2,2
1474,53,0,0,1
1475,21,0,2,2
1476,50,0,-1,0
1477,23,0,1,2
1478,22,2,0,-2
1479,54,0,1,2
1480,51,0,-2,-1
1481,22,0,-2,-1
1482,51,0,-1,0
1483,52,0,-2,-1
1484,52,0,1,2
1485,20,2,0,-2
1486,20,0,-2,-1
1487,20,0,1,2
1488,23,0,-2,-1
1489,22,0,0,1
1490,21,0,1,2
1491,21,0,-1,0
1492,24,0,2,2
1493,51,2,-2,-2
1494,24,0,-2,-1
1495,24,0,2,2
1496,23,0,1,2
1497,54,2,2,0
1498,51,0,1,2
1499,53,0,0,1
1500,51,0,0,1
1501,51,1,2,1
1502,22,1,0,-1
1503,51,0,0,1
1504,54,0,-1,0
1505,54,0,2,2
1506,23,0,2,2
1507,22,0,-1,0
1508,21,0,2,2
1509,22,0,1,2
1510,24,0,1,2
1511,21,0,1,2
1512,53,1,0,-1
1513,24,0,1,2
1514,53,0,1,2
1515,55,0,2,2
1516,54,0,1,2
1517,24,0,0,1
1518,24,0,1,2
1519,50,0,-2,-1
1520,22,0,-2,-1
1521,22,0,-1,0
1522,55,0,-1,0
1523,50,0,1,2
1524,20,0,-2,-1
1525,23,0,-2,-1
1526,21,0,-2,-1
1527,24,0,-2,-1
1528,22,0,2,2
1529,20,0,0,1
1530,24,0,0,1
1531,52,0,0,1
1532,53,0,-1,0
1533,23,1,2,1
1534,52,0,1,2
1535,52,0,0,1
1536,21,0,-2,-1
1537,51,0,1,2
1538,53,0,-2,-1
1539,54,1,1,0
1540,54,0,2,2
1541,52,0,1,2
1542,23,0,0,1
1543,22,0,2,2
1544,23,0,0,1
1545,21,0,-2,-1
1546,51,0,2,2
1547,51,0,-1,0
1548,51,0,-2,-1
1549,21,0,2,2
1550,20,1,2,1
1551,24,1,-2,-2
1552,53,0,1,2
1553,25,0,-2,-1
1554,54,0,-2,-1
1555,21,0,0,1
1556,52,0,-2,-1
1557,52,0,0,1
1558,53,0,-2,-1
1559,25,0,-1,0
1560,25,2,-1,-2
1561,50,0,2,2
1562,51,0,1,2
1563,55,0,2,2
1564,25,0,0,1
1565,24,0,2,2
1566,53,0,-2,-1
1567,20,0,0,1
1568,24,1,2,1
1569,50,0,0,1
1570,52,1,-1,-2
1571,21,0,1,2
1572,23,0,-1,0
1573,22,0,-2,-1
1574,52,0,-1,0
1575,53,0,-2,-1
1576,55,0,2,2
1577,53,0,1,2
1578,23,0,0,1
1579,24,0,0,1
1580,20,0,-2,-1
1581,52,0,-2,-1
1582,25,0,0,1
1583,52,0,2,2
1584,52,0,2,2
1585,51,0,1,2
1586,21,0,2,2
1587,50,0,-1,0
1588,52,0,-1,0
1589,50,0,0,1
1590,53,0,-1,0
1591,20,0,0,1
1592,21,1,1,0
1593,54,0,-1,0
1594,52,0,0,1
1595,21,0,0,1
1596,21,0,0,1
1597,52,0,0,1
1598,24,0,-2,-1
1599,25,0,1,2
1600,52,0,1,2
1601,51,0,2,2
1602,51,0,0,1
1603,20,0,1,2
1604,22,0,1,2
1605,51,0,2,2
1606,23,0,0,1
1607,20,1,1,0
1608,53,0,1,2
1609,20,0,1,2
1610,53,0,1,2
1611,24,0,1,2
1612,24,0,0,1
1613,22,0,0,1
1614,25,1,0,-1
1615,54,1,1,0
1616,53,0,2,2
1617,24,0,2,2
1618,51,0,-1,0
1619,51,0,0,1
1620,20,0,2,2
1621,50,0,2,2
1622,50,0,2,2
1623,54,0,0,1
1624,23,0,-1,0
1625,22,0,-1,0
1626,54,0,2,2
1627,25,0,2,2
1628,24,0,2,2
1629,51,0,1,2
1630,21,1,2,1
1631,21,0,-1,0
1632,23,0,-1,0
1633,53,0,2,2
1634,50,0,1,2
1635,53,1,-2,-2
1636,23,1,0,-1
1637,20,0,0,1
1638,23,0,-1,0
1639,50,0,0,1
1640,24,0,2,2
1641,54,0,0,1
1642,50,0,-1,0
1643,23,0,0,1
1644,25,1,1,0
1645,51,0,2,2
1646,21,1,-2,-2
1647,54,0,-2,-1
1648,53,1,-1,-2
1649,54,0,2,2
1650,23,0,2,2
1651,21,0,-1,0
1652,23,0,-2,-1
1653,24,0,2,2
1654,20,0,-1,0
1655,25,0,-1,0
1656,22,0,-2,-1
1657,54,0,2,2
1658,55,1,-1,-2
1659,50,0,0,1
1660,55,0,-1,0
1661,22,0,-1,0
1662,21,0,1,2
1663,23,0,-2,-1
1664,25,0,0,1
1665,24,0,-2,-1
1666,20,0,-2,-1
1667,24,1,-1,-2
1668,52,0,2,2
1669,55,0,0,1
1670,21,0,-1,0
1671,25,0,1,2
1672,55,0,-2,-1
1673,54,0,0,1
1674,22,0,0,1
1675,24,0,2,2
1676,51,0,-2,-1
1677,54,0,-2,-1
1678,21,0,-1,0
1679,24,0,1,2
1680,53,0,0,1
1681,24,0,2,2
1682,53,0,-2,-1
1683,50,2,1,-1
1684,53,0,1,2
1685,54,0,0,1
1686,21,0,0,1
1687,23,0,-1,0
1688,54,0,0,1
1689,54,0,-2,-1
1690,50,1,2,1
1691,51,0,-2,-1
1692,23,0,2,2
1693,24,0,1,2
1694,22,1,-2,-2
1695,23,0,-1,0
1696,21,0,-2,-1
1697,51,1,-2,-2
1698,23,0,-2,-1
1699,52,0,1,2
1700,51,0,0,1
1701,52,0,1,2
1702,54,0,0,1
1703,23,0,-2,-1
1704,51,1,-2,-2
1705,51,0,2,2
1706,50,0,-2,-1
1707,55,0,2,2
1708,50,0,0,1
1709,23,2,-2,-2
1710,51,0,0,1
1711,23,0,-1,0
1712,21,0,-2,-1
1713,50,0,0,1
1714,21,1,2,1
1715,51,0,1,2
1716,53,1,2,1
1717,54,0,-2,-1
1718,50,0,1,2
1719,53,1,-1,-2
1720,53,0,-2,-1
1721,25,0,2,2
1722,52,0,0,1
1723,24,0,2,2
1724,54,0,-1,0
1725,54,0,2,2
1726,54,0,-2,-1
1727,20,0,-1,0
1728,52,0,2,2
1729,25,0,-1,0
1730,55,0,-2,-1
1731,23,2,-2,-2
1732,21,0,-1,0
1733,23,0,1,2
1734,22,1,1,0
1735,53,1,0,-1
1736,22,0,-2,-1
1737,21,0,2,2
1738,25,0,0,1
1739,54,1,-1,-2
1740,23,0,0,1
1741,20,0,0,1
1742,51,1,-2,-2
1743,53,0,-2,-1
1744,22,0,-1,0
1745,21,0,0,1
1746,52,0,1,2
1747,21,0,-1,0
1748,24,0,-1,0
1749,52,1,-2,-2
1750,53,0,0,1
1751,53,1,0,-1
1752,22,0,0,1
1753,54,0,-2,-1
1754,23,0,2,2
1755,21,1,-2,-2
1756,52,0,0,1
1757,22,1,1,0
1758,23,0,-2,-1
1759,55,0,2,2
1760,50,1,2,1
1761,22,0,2,2
1762,54,0,1,2
1763,54,0,0,1
1764,53,0,1,2
1765,25,0,0,1
1766,25,2,0,-2
1767,53,1,-1,-2
1768,24,0,1,2
1769,51,0,1,2
1770,21,1,-1,-2
1771,51,0,2,2
1772,52,0,-2,-1
1773,53,0,-2,-1
1774,51,0,2,2
1775,50,0,2,2
1776,22,0,-1,0
1777,55,0,-1,0
1778,22,0,0,1
1779,52,0,1,2
1780,21,0,2,2
1781,53,0,-2,-1
1782,53,0,-1,0
1783,23,0,0,1
1784,23,0,1,2
1785,20,0,2,2
1786,23,0,-1,0
1787,53,1,0,-1
1788,24,0,-1,0
1789,23,0,-2,-1
1790,21,0,-1,0
1791,54,0,2,2
1792,24,0,2,2
1793,51,0,-1,0
1794,23,0,2,2
1795,21,0,-2,-1
1796,23,0,2,2
1797,52,0,-1,0
1798,52,1,1,0
1799,55,0,-2,-1
1800,20,0,-2,-1
1801,54,0,0,1
1802,55,0,1,2
1803,51,0,1,2
1804,22,0,2,2
1805,20,0,-1,0
1806,52,0,0,1
1807,20,1,1,0
1808,24,0,-2,-1
1809,52,1,1,0
1810,21,0,2,2
1811,54,0,-2,-1
1812,24,0,1,2
1813,23,0,1,2
1814,50,0,-1,0
1815,52,0,-2,-1
1816,20,0,-2,-1
1817,51,0,0,1
1818,53,0,-1,0
1819,22,0,-1,0
1820,53,0,1,2
1821,51,2,-1,-2
1822,20,0,-2,-1
1823,54,0,2,2
1824,23,1,0,-1
1825,25,0,0,1
1826,51,1,1,0
1827,24,0,1,2
1828,23,1,-2,-2
1829,51,0,0,1
1830,24,0,1,2
1831,20,1,-2,-2
1832,52,0,1,2
1833,22,1,1,0
1834,24,0,1,2
1835,54,0,-1,0
1836,22,0,0,1
1837,54,0,2,2
1838,20,0,-2,-1
1839,22,1,2,1
1840,23,0,2,2
1841,21,0,1,2
1842,52,0,0,1
1843,21,0,1,2
1844,24,0,2,2
1845,22,0,1,2
1846,53,0,-1,0
1847,52,0,2,2
1848,51,0,0,1
1849,24,0,-2,-1
1850,52,0,2,2
1851,52,1,-2,-2
1852,52,0,2,2
1853,21,0,0,1
1854,54,0,-1,0
1855,23,0,0,1
1856,24,0,-1,0
1857,23,2,-2,-2
1858,22,0,-1,0
1859,23,0,-2,-1
1860,24,1,1,0
1861,23,0,-1,0
1862,54,0,1,2
1863,25,0,2,2
1864,24,1,-1,-2
1865,54,0,2,2
1866,21,0,-2,-1
1867,22,0,1,2
1868,24,1,0,-1
1869,52,0,-2,-1
1870,53,0,0,1
1871,25,0,1,2
1872,22,0,2,2
1873,20,0,-1,0
1874,52,0,-2,-1
1875,54,0,0,1
1876,25,1,1,0
1877,24,0,1,2
1878,50,0,2,2
1879,53,1,2,1
1880,21,0,1,2
1881,52,0,0,1
1882,54,0,-2,-1
1883,22,0,-1,0
1884,50,0,-2,-1
1885,21,0,1,2
1886,54,0,2,2
1887,52,0,1,2
1888,23,0,2,2
1889,52,0,2,2
1890,51,0,-2,-1
1891,22,0,2,2
1892,54,2,1,-1
1893,50,0,1,2
1894,22,0,-2,-1
1895,53,1,-2,-2
1896,23,0,-2,-1
1897,23,0,0,1
1898,23,0,1,2
1899,23,0,-2,-1
1900,52,0,-2,-1
1901,54,0,2,2
1902,51,0,-2,-1
1903,54,0,1,2
1904,52,1,2,1
1905,25,0,1,2
1906,51,0,-1,0
1907,54,0,0,1
1908,53,0,0,1
1909,20,0,-2,-1
1910,50,0,0,1
1911,51,0,-1,0
1912,21,0,-1,0
1913,52,0,2,2
1914,52,0,1,2
1915,21,0,-1,0
1916,55,0,0,1
1917,51,0,1,2
1918,20,0,0,1
1919,22,0,-2,-1
1920,54,0,1,2
1921,53,0,1,2
1922,51,0,0,1
1923,55,1,-1,-2
1924,55,0,1,2
1925,55,0,-1,0
1926,23,0,-2,-1
1927,23,0,0,1
1928,52,0,0,1
1929,52,0,2,2
1930,23,1,-1,-2
1931,51,0,0,1
1932,25,0,1,2
1933,55,0,0,1
1934,23,0,0,1
1935,22,0,2,2
1936,24,0,0,1
1937,55,0,-1,0
1938,54,0,0,1
1939,21,0,1,2
1940,50,0,-2,-1
1941,23,0,-1,0
1942,23,0,1,2
1943,22,0,2,2
1944,51,0,-1,0
1945,51,0,-2,-1
1946,52,0,-1,0
1947,50,0,0,1
1948,21,0,-2,-1
1949,52,0,2,2
1950,54,0,1,2
1951,54,0,2,2
1952,24,0,2,2
1953,50,0,0,1
1954,24,0,0,1
1955,25,0,-2,-1
1956,50,0,1,2
1957,52,0,2,2
1958,55,0,-2,-1
1959,51,0,-1,0
1960,22,0,-2,-1
1961,24,1,1,0
1962,21,0,-1,0
1963,23,0,-2,-1
1964,51,0,2,2
1965,23,0,-1,0
1966,22,0,0,1
1967,50,0,2,2
1968,51,0,0,1
1969,50,1,1,0
1970,20,0,-1,0
1971,22,0,1,2
1972,24,1,-2,-2
1973,21,0,2,2
1974,20,0,1,2
1975,54,0,-2,-1
1976,22,0,2,2
1977,24,0,0,1
1978,50,0,-1,0
1979,51,1,1,0
1980,24,0,-1,0
1981,52,0,2,2
1982,22,0,-1,0
1983,24,0,-1,0
1984,53,0,-2,-1
1985,22,0,0,1
1986,24,0,1,2
1987,52,0,1,2
1988,54,0,2,2
1989,51,0,2,2
1990,54,0,-2,-1
1991,50,0,2,2
1992,50,0,2,2
1993,51,0,-2,-1
1994,22,0,0,1
1995,54,0,0,1
1996,22,1,-1,-2
1997,24,0,0,1
1998,25,0,0,1
1999,24,0,1,2
2000,20,0,0,1
2001,25,0,-1,0
2002,24,0,0,1
2003,53,0,2,2
2004,20,0,2,2
2005,22,0,-1,0
2006,54,0,1,2
2007,22,0,0,1
2008,51,0,2,2
2009,22,0,1,2
2010,21,0,-2,-1
2011,53,0,-1,0
2012,52,0,-2,-1
2013,51,0,0,1
2014,21,0,-1,0
2015,23,2,2,0
2016,54,0,2,2
2017,55,0,-1,0
2018,24,0,1,2
2019,51,0,-2,-1
2020,22,0,1,2
2021,21,2,1,-1
2022,55,0,-1,0
2023,52,2,-1,-2
2024,22,0,0,1
2025,21,0,-1,0
2026,23,0,0,1
2027,23,0,1,2
2028,53,0,-2,-1
2029,21,0,1,2
2030,52,0,2,2
2031,55,0,2,2
2032,22,0,-2,-1
2033,23,0,-1,0
2034,21,0,2,2
2035,20,0,-1,0
2036,21,0,0,1
2037,24,0,-1,0
2038,52,1,-2,-2
2039,51,1,0,-1
2040,55,0,2,2
2041,51,0,2,2
2042,54,0,0,1
2043,51,0,0,1
2044,53,0,1,2
2045,53,1,0,-1
2046,25,1,2,1
2047,20,0,1,2
2048,54,0,2,2
2049,24,0,-2,-1
2050,52,0,1,2
2051,51,0,2,2
2052,25,0,0,1
2053,22,1,0,-1
2054,20,0,-2,-1
2055,22,1,-1,-2
2056,20,0,2,2
2057,20,0,1,2
2058,24,0,0,1
2059,52,0,0,1
2060,55,0,2,2
2061,51,0,0,1
2062,55,0,-1,0
2063,55,0,0,1
2064,54,0,0,1
2065,24,0,2,2
2066,22,0,-1,0
2067,23,0,-1,0
2068,23,0,-1,0
2069,53,0,2,2
2070,52,1,-2,-2
2071,52,0,0,1
2072,22,1,0,-1
2073,51,0,-1,0
2074,23,0,-1,0
2075,23,0,-1,0
2076,53,0,2,2
2077,51,0,-1,0
2078,23,0,-2,-1
2079,51,1,-1,-2
2080,21,0,0,1
2081,50,0,2,2
2082,53,0,0,1
2083,53,0,-1,0
2084,21,0,-1,0
2085,52,0,2,2
2086,51,0,-2,-1
2087,51,0,0,1
2088,24,2,0,-2
2089,21,0,-1,0
2090,22,0,0,1
2091,22,0,-1,0
2092,23,0,0,1
2093,53,0,0,1
2094,23,0,2,2
2095,54,0,2,2
2096,25,0,2,2
2097,55,1,0,-1
2098,23,0,1,2
2099,52,0,0,1
2100,23,0,1,2
2101,23,0,0,1
2102,21,0,0,1
2103,51,0,0,1
2104,24,1,-1,-2
2105,21,0,-1,0
2106,54,0,1,2
2107,51,0,2,2
2108,21,0,-2,-1
2109,54,1,-2,-2
2110,23,0,-1,0
2111,52,0,-2,-1
2112,22,0,2,2
2113,25,0,-1,0
2114,23,0,0,1
2115,20,0,-1,0
2116,54,0,-1,0
2117,55,0,2,2
2118,22,0,-1,0
2119,21,0,-1,0
2120,55,0,1,2
2121,50,1,0,-1
2122,22,0,2,2
2123,22,0,-1,0
2124,23,0,1,2
2125,22,1,2,1
2126,23,0,2,2
2127,51,0,2,2
2128,55,0,1,2
2129,24,0,-2,-1
2130,51,1,0,-1
2131,53,0,1,2
2132,24,0,0,1
2133,23,0,-2,-1
2134,51,0,-1,0
2135,51,0,-1,0
2136,53,0,2,2
2137,21,0,-1,0
2138,52,0,-2,-1
2139,50,1,-2,-2
2140,25,0,1,2
2141,53,0,0,1
2142,53,0,1,2
2143,54,0,-1,0
2144,52,0,-1,0
2145,51,0,1,2
2146,25,0,1,2
2147,52,0,2,2
2148,21,0,0,1
2149,24,0,2,2
2150,20,0,1,2
2151,54,0,-2,-1
2152,53,1,0,-1
2153,22,0,-1,0
2154,53,0,0,1
2155,23,0,1,2
2156,52,0,1,2
2157,52,0,2,2
2158,21,0,2,2
2159,53,0,-1,0
2160,51,0,0,1
2161,21,1,0,-1
2162,52,0,-1,0
2163,21,0,2,2
2164,22,0,-2,-1
2165,51,0,0,1
2166,20,2,-1,-2
2167,25,0,2,2
2168,54,2,1,-1
2169,24,0,-2,-1
2170,20,0,1,2
2171,21,0,2,2
2172,51,0,-2,-1
2173,53,0,-2,-1
2174,55,0,-1,0
2175,22,0,2,2
2176,20,0,0,1
2177,52,0,2,2
2178,53,0,2,2
2179,25,0,-1,0
2180,50,0,2,2
2181,24,1,-1,-2
2182,51,0,2,2
2183,51,0,1,2
2184,24,0,1,2
2185,25,0,0,1
2186,24,0,2,2
2187,20,0,0,1
2188,52,0,-1,0
2189,54,0,2,2
2190,54,0,2,2
2191,21,0,0,1
2192,23,0,0,1
2193,51,0,-2,-1
2194,25,1,-2,-2
2195,23,0,1,2
2196,20,0,-2,-1
2197,54,0,-1,0
2198,22,0,1,2
2199,51,0,2,2
2200,23,0,-2,-1
2201,21,0,-2,-1
2202,50,0,-1,0
2203,20,0,0,1
2204,24,0,0,1
2205,50,0,-2,-1
2206,22,0,1,2
2207,24,0,-2,-1
2208,52,0,1,2
2209,53,0,-2,-1
2210,25,0,-1,0
2211,20,0,0,1
2212,51,0,0,1
2213,53,0,-2,-1
2214,50,0,-1,0
2215,21,0,2,2
2216,23,0,1,2
2217,22,0,-1,0
2218,54,0,0,1
2219,24,0,0,1
2220,55,0,1,2
2221,23,0,2,2
2222,55,0,-1,0
2223,55,0,1,2
2224,23,0,-2,-1
2225,23,2,1,-1
2226,50,0,2,2
2227,23,0,-1,0
2228,54,0,-2,-1
2229,54,0,-2,-1
2230,24,0,0,1
2231,52,0,1,2
2232,20,0,-2,-1
2233,50,0,0,1
2234,24,0,0,1
2235,22,0,0,1
2236,22,0,-1,0
2237,53,1,-1,-2
2238,22,0,-2,-1
2239,50,0,-1,0
2240,25,1,-2,-2
2241,24,0,-2,-1
2242,23,0,-1,0
2243,54,0,-2,-1
2244,22,1,0,-1
2245,55,1,-2,-2
2246,53,1,-1,-2
2247,22,0,0,1
2248,51,0,-2,-1
2249,22,0,-2,-1
2250,53,0,0,1
2251,51,2,1,-1
2252,54,1,-2,-2
2253,22,0,0,1
2254,22,0,-1,0
2255,20,0,-1,0
2256,20,0,-2,-1
2257,54,0,-2,-1
2258,21,0,-1,0
2259,52,0,-1,0
2260,51,1,-2,-2
2261,54,0,2,2
2262,55,1,1,0
2263,51,0,1,2
2264,53,0,2,2
2265,24,0,-1,0
2266,53,0,2,2
2267,25,0,-2,-1
2268,22,1,-1,-2
2269,52,0,-1,0
2270,22,0,1,2
2271,22,0,-2,-1
2272,54,0,1,2
2273,22,0,2,2
2274,54,0,2,2
2275,53,1,0,-1
2276,54,1,2,1
2277,54,1,2,1
2278,22,0,-1,0
2279,22,0,0,1
2280,50,0,1,2
2281,52,0,2,2
2282,22,1,0,-1
2283,50,0,-2,-1
2284,25,0,-2,-1
2285,24,0,1,2
2286,24,0,0,1
2287,21,0,0,1
2288,22,0,0,1
2289,53,0,1,2
2290,53,0,-2,-1
2291,24,0,-2,-1
2292,53,1,2,1
2293,22,0,2,2
2294,23,0,2,2
2295,25,1,1,0
2296,24,0,2,2
2297,23,0,-1,0
2298,24,1,2,1
2299,22,0,-2,-1
2300,54,0,0,1
2301,52,0,-2,-1
2302,53,1,0,-1
2303,20,0,-2,-1
2304,52,0,1,2
2305,21,0,-2,-1
2306,24,0,-1,0
2307,53,0,0,1
2308,52,0,2,2
2309,23,1,2,1
2310,23,0,0,1
2311,22,0,1,2
2312,50,0,0,1
2313,52,0,-2,-1
2314,52,0,-1,0
2315,20,0,0,1
2316,20,0,2,2
2317,20,0,2,2
2318,22,0,-1,0
2319,21,0,2,2
2320,54,0,0,1
2321,52,0,2,2
2322,22,0,1,2
2323,51,0,1,2
2324,21,0,2,2
2325,24,0,-2,-1
2326,23,0,2,2
2327,23,0,1,2
2328,51,0,2,2
2329,54,0,0,1
2330,51,0,-1,0
2331,54,0,-2,-1
2332,22,0,1,2
2333,21,0,0,1
2334,52,0,2,2
2335,21,0,-1,0
2336,21,0,0,1
2337,50,0,-1,0
2338,25,1,-1,-2
2339,20,1,1,0
2340,55,1,2,1
2341,54,0,-1,0
2342,51,0,1,2
2343,20,1,-1,-2
2344,54,1,2,1
2345,52,0,-2,-1
2346,55,0,1,2
2347,51,0,0,1
2348,53,0,-2,-1
2349,21,0,1,2
2350,54,0,0,1
2351,24,0,1,2
2352,21,0,0,1
2353,23,0,2,2
2354,21,0,2,2
2355,20,0,-2,-1
2356,24,0,-1,0
2357,22,0,0,1
2358,54,0,-1,0
2359,51,0,-2,-1
2360,54,0,-2,-1
2361,22,0,1,2
2362,52,0,-1,0
2363,53,0,0,1
2364,25,1,0,-1
2365,54,0,-2,-1
2366,23,0,-1,0
2367,25,0,-1,0
2368,20,0,2,2
2369,24,0,2,2
2370,55,0,-1,0
2371,22,1,-1,-2
2372,52,0,-1,0
2373,22,0,-2,-1
2374,55,0,-2,-1
2375,54,0,2,2
2376,55,0,2,2
2377,23,1,2,1
2378,22,0,2,2
2379,51,0,-1,0
2380,53,1,-2,-2
2381,54,0,2,2
2382,22,0,-2,-1
2383,54,1,0,-1
2384,23,0,2,2
2385,51,1,-2,-2
2386,52,0,2,2
2387,20,0,-1,0
2388,52,0,-1,0
2389,23,0,1,2
2390,21,0,-2,-1
2391,24,0,1,2
2392,51,0,0,1
2393,51,0,1,2
2394,23,0,2,2
2395,53,1,2,1
2396,22,2,-1,-2
2397,54,0,0,1
2398,23,0,-2,-1
2399,24,0,1,2
2400,24,1,2,1
2401,54,0,2,2
2402,53,0,-1,0
2403,50,0,0,1
2404,52,1,-1,-2
2405,23,0,-1,0
2406,24,0,0,1
2407,50,0,-1,0
2408,52,0,0,1
2409,23,0,-2,-1
2410,55,0,1,2
2411,53,1,0,-1
2412,20,0,2,2
2413,20,0,1,2
2414,54,0,-2,-1
2415,55,1,-2,-2
2416,51,0,-2,-1
2417,25,0,-2,-1
2418,54,0,2,2
2419,52,0,-2,-1
2420,24,0,2,2
2421,51,0,0,1
2422,24,0,-1,0
2423,55,0,2,2
2424,53,0,2,2
2425,54,0,-1,0
2426,22,0,0,1
2427,51,0,-1,0
2428,23,0,-2,-1
2429,54,0,0,1
2430,55,0,0,1
2431,21,0,-2,-1
2432,51,0,2,2
2433,24,0,2,2
2434,23,0,1,2
2435,25,0,-1,0
2436,55,0,1,2
2437,54,0,2,2
2438,51,0,0,1
2439,21,0,1,2
2440,24,0,1,2
2441,51,0,1,2
2442,20,0,0,1
2443,50,0,-2,-1
2444,20,0,-1,0
2445,52,0,-2,-1
2446,25,0,1,2
2447,23,0,0,1
2448,50,0,1,2
2449,25,0,-1,0
2450,53,0,2,2
2451,20,0,-1,0
2452,50,0,0,1
2453,22,0,0,1
2454,23,0,0,1
2455,23,1,2,1
2456,22,1,2,1
2457,22,0,-1,0
2458,55,0,-2,-1
2459,54,0,-1,0
2460,52,0,2,2
2461,52,0,2,2
2462,50,0,-2,-1
2463,53,1,0,-1
2464,50,0,2,2
2465,25,0,0,1
2466,21,0,1,2
2467,51,0,-2,-1
2468,25,0,1,2
2469,21,0,1,2
2470,54,0,-2,-1
2471,53,0,2,2
2472,54,0,-2,-1
2473,20,0,1,2
2474,20,0,2,2
2475,20,0,-2,-1
2476,53,0,0,1
2477,53,0,2,2
2478,53,0,-2,-1
2479,24,0,-1,0
2480,51,0,0,1
2481,22,0,2,2
